,zones,catetgory,place,within,Value
855,Buitengebied Prinsenbeek,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.6
856,Buitengebied Prinsenbeek,Leisure and culture,Performing arts (excl. festivals),Within 5 km,0.0
860,Buitengebied Prinsenbeek,Leisure and culture,Recreation,Within 10 km,3.2
861,Buitengebied Prinsenbeek,Leisure and culture,Recreation,Within 20 km,9.7
862,Buitengebied Prinsenbeek,Leisure and culture,Recreation,Within 50 km,39.2
866,Buitengebied Prinsenbeek,Retail,Department store,Within 10 km,7.5
867,Buitengebied Prinsenbeek,Retail,Department store,Within 20 km,13.1
868,Buitengebied Prinsenbeek,Retail,Department store,Within 5 km,1.1
871,Buitengebied Prinsenbeek,Retail,Grocery stores,Within 1 km,0.0
872,Buitengebied Prinsenbeek,Retail,Grocery stores,Within 3 km,2.3
873,Buitengebied Prinsenbeek,Retail,Grocery stores,Within 5 km,5.6
874,Buitengebied Prinsenbeek,Retail,Grocery stores,Within 1 km,0.0
875,Buitengebied Prinsenbeek,Retail,Grocery stores,Within 3 km,8.2
876,Buitengebied Prinsenbeek,Retail,Grocery stores,Within 5 km,16.2
881,Buitengebied Teteringen,Childcare,Daycare centres,Within 1 km,0.8
882,Buitengebied Teteringen,Childcare,Daycare centres,Within 3 km,11.4
883,Buitengebied Teteringen,Childcare,Daycare centres,Within 5 km,35.9
885,Buitengebied Teteringen,Childcare,Out-of-school care,Within 1 km,1.5
886,Buitengebied Teteringen,Childcare,Out-of-school care,Within 3 km,10.0
887,Buitengebied Teteringen,Childcare,Out-of-school care,Within 5 km,26.7
890,Buitengebied Teteringen,Education,Primary education,Within 1 km,0.3
891,Buitengebied Teteringen,Education,Primary education,Within 3 km,5.9
892,Buitengebied Teteringen,Education,Primary education,Within 5 km,19.3
922,Buitengebied Teteringen,Health and well-being,General Practitioner's Practice,Within 1 km,0.0
923,Buitengebied Teteringen,Health and well-being,General Practitioner's Practice,Within 3 km,3.0
924,Buitengebied Teteringen,Health and well-being,General Practitioner's Practice,Within 5 km,14.2
926,Buitengebied Teteringen,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,3.0
927,Buitengebied Teteringen,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.1
928,Buitengebied Teteringen,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,0.9
930,Buitengebied Teteringen,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.0
931,Buitengebied Teteringen,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.1
932,Buitengebied Teteringen,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,0.9
938,Buitengebied Teteringen,Hospitality,Cafes etc.,Within 1 km,0.0
939,Buitengebied Teteringen,Hospitality,Cafes etc.,Within 3 km,1.6
940,Buitengebied Teteringen,Hospitality,Cafes etc.,Within 5 km,27.4
942,Buitengebied Teteringen,Hospitality,Cafeterias etc.,Within 1 km,0.0
943,Buitengebied Teteringen,Hospitality,Cafeterias etc.,Within 3 km,5.0
944,Buitengebied Teteringen,Hospitality,Cafeterias etc.,Within 5 km,55.1
946,Buitengebied Teteringen,Hospitality,Hotels etc.,Within 10 5km,19.9
947,Buitengebied Teteringen,Hospitality,Hotels etc.,Within 20 km,44.4
948,Buitengebied Teteringen,Hospitality,Hotels etc.,Within 5 km,5.3
950,Buitengebied Teteringen,Hospitality,Restaurants,Within 1 km,0.5
951,Buitengebied Teteringen,Hospitality,Restaurants,Within 3 km,8.4
952,Buitengebied Teteringen,Hospitality,Restaurants,Within 5 km,65.4
954,Buitengebied Teteringen,Leisure and culture,Cinema,Within 10 km,3.0
955,Buitengebied Teteringen,Leisure and culture,Cinema,Within 20 km,4.0
956,Buitengebied Teteringen,Leisure and culture,Cinema,Within 5 km,0.6
959,Buitengebied Teteringen,Leisure and culture,Museum,Within 10 km,3.5
960,Buitengebied Teteringen,Leisure and culture,Museum,Within 20 km,7.2
961,Buitengebied Teteringen,Leisure and culture,Museum,Within 5 km,1.6
964,Buitengebied Teteringen,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
965,Buitengebied Teteringen,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.8
966,Buitengebied Teteringen,Leisure and culture,Performing arts (excl. festivals),Within 5 km,1.7
970,Buitengebied Teteringen,Leisure and culture,Recreation,Within 10 km,5.7
971,Buitengebied Teteringen,Leisure and culture,Recreation,Within 20 km,9.6
972,Buitengebied Teteringen,Leisure and culture,Recreation,Within 50 km,36.5
976,Buitengebied Teteringen,Retail,Department store,Within 10 km,7.6
977,Buitengebied Teteringen,Retail,Department store,Within 20 km,15.1
978,Buitengebied Teteringen,Retail,Department store,Within 5 km,1.4
981,Buitengebied Teteringen,Retail,Grocery stores,Within 1 km,0.0
982,Buitengebied Teteringen,Retail,Grocery stores,Within 3 km,2.5
983,Buitengebied Teteringen,Retail,Grocery stores,Within 5 km,16.7
984,Buitengebied Teteringen,Retail,Grocery stores,Within 1 km,0.0
985,Buitengebied Teteringen,Retail,Grocery stores,Within 3 km,8.2
986,Buitengebied Teteringen,Retail,Grocery stores,Within 5 km,66.8
991,Buitengebied Ulvenhout,Childcare,Daycare centres,Within 1 km,0.5
992,Buitengebied Ulvenhout,Childcare,Daycare centres,Within 3 km,3.2
993,Buitengebied Ulvenhout,Childcare,Daycare centres,Within 5 km,21.1
995,Buitengebied Ulvenhout,Childcare,Out-of-school care,Within 1 km,0.5
996,Buitengebied Ulvenhout,Childcare,Out-of-school care,Within 3 km,4.6
997,Buitengebied Ulvenhout,Childcare,Out-of-school care,Within 5 km,21.0
1000,Buitengebied Ulvenhout,Education,Primary education,Within 1 km,0.5
1001,Buitengebied Ulvenhout,Education,Primary education,Within 3 km,2.0
1002,Buitengebied Ulvenhout,Education,Primary education,Within 5 km,8.5
1032,Buitengebied Ulvenhout,Health and well-being,General Practitioner's Practice,Within 1 km,0.0
1033,Buitengebied Ulvenhout,Health and well-being,General Practitioner's Practice,Within 3 km,1.0
1034,Buitengebied Ulvenhout,Health and well-being,General Practitioner's Practice,Within 5 km,6.8
1036,Buitengebied Ulvenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
1037,Buitengebied Ulvenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
1038,Buitengebied Ulvenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,0.0
1040,Buitengebied Ulvenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.0
1041,Buitengebied Ulvenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
1042,Buitengebied Ulvenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,0.0
1048,Buitengebied Ulvenhout,Hospitality,Cafes etc.,Within 1 km,0.0
1049,Buitengebied Ulvenhout,Hospitality,Cafes etc.,Within 3 km,2.2
1050,Buitengebied Ulvenhout,Hospitality,Cafes etc.,Within 5 km,12.0
1052,Buitengebied Ulvenhout,Hospitality,Cafeterias etc.,Within 1 km,0.2
1053,Buitengebied Ulvenhout,Hospitality,Cafeterias etc.,Within 3 km,4.0
1054,Buitengebied Ulvenhout,Hospitality,Cafeterias etc.,Within 5 km,20.9
1056,Buitengebied Ulvenhout,Hospitality,Hotels etc.,Within 10 5km,16.8
1057,Buitengebied Ulvenhout,Hospitality,Hotels etc.,Within 20 km,34.7
1058,Buitengebied Ulvenhout,Hospitality,Hotels etc.,Within 5 km,0.7
1060,Buitengebied Ulvenhout,Hospitality,Restaurants,Within 1 km,0.8
1061,Buitengebied Ulvenhout,Hospitality,Restaurants,Within 3 km,8.0
1062,Buitengebied Ulvenhout,Hospitality,Restaurants,Within 5 km,29.9
1064,Buitengebied Ulvenhout,Leisure and culture,Cinema,Within 10 km,3.0
1065,Buitengebied Ulvenhout,Leisure and culture,Cinema,Within 20 km,4.0
1066,Buitengebied Ulvenhout,Leisure and culture,Cinema,Within 5 km,0.0
1069,Buitengebied Ulvenhout,Leisure and culture,Museum,Within 10 km,1.0
1070,Buitengebied Ulvenhout,Leisure and culture,Museum,Within 20 km,7.0
1071,Buitengebied Ulvenhout,Leisure and culture,Museum,Within 5 km,0.0
1074,Buitengebied Ulvenhout,Leisure and culture,Performing arts (excl. festivals),Within 10 km,2.0
1075,Buitengebied Ulvenhout,Leisure and culture,Performing arts (excl. festivals),Within 20 km,5.0
1076,Buitengebied Ulvenhout,Leisure and culture,Performing arts (excl. festivals),Within 5 km,0.0
1080,Buitengebied Ulvenhout,Leisure and culture,Recreation,Within 10 km,5.0
1081,Buitengebied Ulvenhout,Leisure and culture,Recreation,Within 20 km,7.2
1082,Buitengebied Ulvenhout,Leisure and culture,Recreation,Within 50 km,31.5
1086,Buitengebied Ulvenhout,Retail,Department store,Within 10 km,4.0
1087,Buitengebied Ulvenhout,Retail,Department store,Within 20 km,14.7
1088,Buitengebied Ulvenhout,Retail,Department store,Within 5 km,1.0
1091,Buitengebied Ulvenhout,Retail,Grocery stores,Within 1 km,0.4
1092,Buitengebied Ulvenhout,Retail,Grocery stores,Within 3 km,2.1
1093,Buitengebied Ulvenhout,Retail,Grocery stores,Within 5 km,9.0
1094,Buitengebied Ulvenhout,Retail,Grocery stores,Within 1 km,0.7
1095,Buitengebied Ulvenhout,Retail,Grocery stores,Within 3 km,4.2
1096,Buitengebied Ulvenhout,Retail,Grocery stores,Within 5 km,33.5
1101,Chassé,Childcare,Daycare centres,Within 1 km,6.8
1102,Chassé,Childcare,Daycare centres,Within 3 km,45.0
1103,Chassé,Childcare,Daycare centres,Within 5 km,74.3
1105,Chassé,Childcare,Out-of-school care,Within 1 km,5.1
1106,Chassé,Childcare,Out-of-school care,Within 3 km,38.3
1107,Chassé,Childcare,Out-of-school care,Within 5 km,63.1
1110,Chassé,Education,Primary education,Within 1 km,1.8
1111,Chassé,Education,Primary education,Within 3 km,16.2
1112,Chassé,Education,Primary education,Within 5 km,30.9
1142,Chassé,Health and well-being,General Practitioner's Practice,Within 1 km,0.6
1143,Chassé,Health and well-being,General Practitioner's Practice,Within 3 km,17.5
1144,Chassé,Health and well-being,General Practitioner's Practice,Within 5 km,29.0
1146,Chassé,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
1147,Chassé,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
1148,Chassé,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
1150,Chassé,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.4
1151,Chassé,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.7
1152,Chassé,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
1158,Chassé,Hospitality,Cafes etc.,Within 1 km,52.4
1159,Chassé,Hospitality,Cafes etc.,Within 3 km,108.3
1160,Chassé,Hospitality,Cafes etc.,Within 5 km,115.6
1162,Chassé,Hospitality,Cafeterias etc.,Within 1 km,62.3
1163,Chassé,Hospitality,Cafeterias etc.,Within 3 km,147.5
1164,Chassé,Hospitality,Cafeterias etc.,Within 5 km,174.4
1166,Chassé,Hospitality,Hotels etc.,Within 10 5km,20.0
1167,Chassé,Hospitality,Hotels etc.,Within 20 km,44.0
1168,Chassé,Hospitality,Hotels etc.,Within 5 km,15.4
1170,Chassé,Hospitality,Restaurants,Within 1 km,83.1
1171,Chassé,Hospitality,Restaurants,Within 3 km,168.1
1172,Chassé,Hospitality,Restaurants,Within 5 km,196.1
1174,Chassé,Leisure and culture,Cinema,Within 10 km,3.0
1175,Chassé,Leisure and culture,Cinema,Within 20 km,4.0
1176,Chassé,Leisure and culture,Cinema,Within 5 km,3.0
1179,Chassé,Leisure and culture,Museum,Within 10 km,2.8
1180,Chassé,Leisure and culture,Museum,Within 20 km,10.0
1181,Chassé,Leisure and culture,Museum,Within 5 km,1.0
1184,Chassé,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.1
1185,Chassé,Leisure and culture,Performing arts (excl. festivals),Within 20 km,7.0
1186,Chassé,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
1190,Chassé,Leisure and culture,Recreation,Within 10 km,5.1
1191,Chassé,Leisure and culture,Recreation,Within 20 km,10.0
1192,Chassé,Leisure and culture,Recreation,Within 50 km,40.1
1196,Chassé,Retail,Department store,Within 10 km,7.0
1197,Chassé,Retail,Department store,Within 20 km,15.7
1198,Chassé,Retail,Department store,Within 5 km,4.0
1201,Chassé,Retail,Grocery stores,Within 1 km,7.7
1202,Chassé,Retail,Grocery stores,Within 3 km,31.6
1203,Chassé,Retail,Grocery stores,Within 5 km,40.5
1204,Chassé,Retail,Grocery stores,Within 1 km,38.2
1205,Chassé,Retail,Grocery stores,Within 3 km,124.7
1206,Chassé,Retail,Grocery stores,Within 5 km,159.8
1211,City,Childcare,Daycare centres,Within 1 km,2.5
1212,City,Childcare,Daycare centres,Within 3 km,43.8
1213,City,Childcare,Daycare centres,Within 5 km,75.8
1215,City,Childcare,Out-of-school care,Within 1 km,1.6
1216,City,Childcare,Out-of-school care,Within 3 km,36.2
1217,City,Childcare,Out-of-school care,Within 5 km,64.1
1220,City,Education,Primary education,Within 1 km,0.2
1221,City,Education,Primary education,Within 3 km,17.5
1222,City,Education,Primary education,Within 5 km,31.2
1252,City,Health and well-being,General Practitioner's Practice,Within 1 km,1.5
1253,City,Health and well-being,General Practitioner's Practice,Within 3 km,16.4
1254,City,Health and well-being,General Practitioner's Practice,Within 5 km,29.8
1256,City,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
1257,City,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
1258,City,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
1260,City,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.4
1261,City,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.9
1262,City,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
1268,City,Hospitality,Cafes etc.,Within 1 km,76.2
1269,City,Hospitality,Cafes etc.,Within 3 km,107.4
1270,City,Hospitality,Cafes etc.,Within 5 km,115.7
1272,City,Hospitality,Cafeterias etc.,Within 1 km,77.0
1273,City,Hospitality,Cafeterias etc.,Within 3 km,147.0
1274,City,Hospitality,Cafeterias etc.,Within 5 km,173.7
1276,City,Hospitality,Hotels etc.,Within 10 5km,20.8
1277,City,Hospitality,Hotels etc.,Within 20 km,43.9
1278,City,Hospitality,Hotels etc.,Within 5 km,16.6
1280,City,Hospitality,Restaurants,Within 1 km,102.0
1281,City,Hospitality,Restaurants,Within 3 km,166.1
1282,City,Hospitality,Restaurants,Within 5 km,195.2
1284,City,Leisure and culture,Cinema,Within 10 km,3.0
1285,City,Leisure and culture,Cinema,Within 20 km,4.0
1286,City,Leisure and culture,Cinema,Within 5 km,2.9
1289,City,Leisure and culture,Museum,Within 10 km,3.4
1290,City,Leisure and culture,Museum,Within 20 km,10.0
1291,City,Leisure and culture,Museum,Within 5 km,1.0
1294,City,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.8
1295,City,Leisure and culture,Performing arts (excl. festivals),Within 20 km,7.0
1296,City,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
1300,City,Leisure and culture,Recreation,Within 10 km,5.3
1301,City,Leisure and culture,Recreation,Within 20 km,10.0
1302,City,Leisure and culture,Recreation,Within 50 km,41.4
1306,City,Retail,Department store,Within 10 km,7.0
1307,City,Retail,Department store,Within 20 km,15.9
1308,City,Retail,Department store,Within 5 km,4.0
1311,City,Retail,Grocery stores,Within 1 km,8.2
1312,City,Retail,Grocery stores,Within 3 km,29.5
1313,City,Retail,Grocery stores,Within 5 km,40.5
1314,City,Retail,Grocery stores,Within 1 km,41.3
1315,City,Retail,Grocery stores,Within 3 km,122.8
1316,City,Retail,Grocery stores,Within 5 km,158.9
1321,Doornbos-Linie,Childcare,Daycare centres,Within 1 km,3.1
1322,Doornbos-Linie,Childcare,Daycare centres,Within 3 km,29.7
1323,Doornbos-Linie,Childcare,Daycare centres,Within 5 km,70.9
1325,Doornbos-Linie,Childcare,Out-of-school care,Within 1 km,3.7
1326,Doornbos-Linie,Childcare,Out-of-school care,Within 3 km,21.6
1327,Doornbos-Linie,Childcare,Out-of-school care,Within 5 km,58.3
1330,Doornbos-Linie,Education,Primary education,Within 1 km,3.2
1331,Doornbos-Linie,Education,Primary education,Within 3 km,14.4
1332,Doornbos-Linie,Education,Primary education,Within 5 km,28.3
1362,Doornbos-Linie,Health and well-being,General Practitioner's Practice,Within 1 km,1.6
1363,Doornbos-Linie,Health and well-being,General Practitioner's Practice,Within 3 km,10.7
1364,Doornbos-Linie,Health and well-being,General Practitioner's Practice,Within 5 km,26.5
1366,Doornbos-Linie,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,3.0
1367,Doornbos-Linie,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
1368,Doornbos-Linie,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
1370,Doornbos-Linie,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.0
1371,Doornbos-Linie,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.0
1372,Doornbos-Linie,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
1378,Doornbos-Linie,Hospitality,Cafes etc.,Within 1 km,2.2
1379,Doornbos-Linie,Hospitality,Cafes etc.,Within 3 km,88.4
1380,Doornbos-Linie,Hospitality,Cafes etc.,Within 5 km,109.6
1382,Doornbos-Linie,Hospitality,Cafeterias etc.,Within 1 km,4.8
1383,Doornbos-Linie,Hospitality,Cafeterias etc.,Within 3 km,116.9
1384,Doornbos-Linie,Hospitality,Cafeterias etc.,Within 5 km,161.6
1386,Doornbos-Linie,Hospitality,Hotels etc.,Within 10 5km,19.0
1387,Doornbos-Linie,Hospitality,Hotels etc.,Within 20 km,42.6
1388,Doornbos-Linie,Hospitality,Hotels etc.,Within 5 km,14.1
1390,Doornbos-Linie,Hospitality,Restaurants,Within 1 km,6.7
1391,Doornbos-Linie,Hospitality,Restaurants,Within 3 km,135.5
1392,Doornbos-Linie,Hospitality,Restaurants,Within 5 km,179.7
1394,Doornbos-Linie,Leisure and culture,Cinema,Within 10 km,3.0
1395,Doornbos-Linie,Leisure and culture,Cinema,Within 20 km,4.0
1396,Doornbos-Linie,Leisure and culture,Cinema,Within 5 km,2.3
1399,Doornbos-Linie,Leisure and culture,Museum,Within 10 km,3.0
1400,Doornbos-Linie,Leisure and culture,Museum,Within 20 km,8.6
1401,Doornbos-Linie,Leisure and culture,Museum,Within 5 km,1.0
1404,Doornbos-Linie,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
1405,Doornbos-Linie,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.0
1406,Doornbos-Linie,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
1410,Doornbos-Linie,Leisure and culture,Recreation,Within 10 km,6.0
1411,Doornbos-Linie,Leisure and culture,Recreation,Within 20 km,10.0
1412,Doornbos-Linie,Leisure and culture,Recreation,Within 50 km,42.0
1416,Doornbos-Linie,Retail,Department store,Within 10 km,7.2
1417,Doornbos-Linie,Retail,Department store,Within 20 km,15.1
1418,Doornbos-Linie,Retail,Department store,Within 5 km,3.4
1421,Doornbos-Linie,Retail,Grocery stores,Within 1 km,1.2
1422,Doornbos-Linie,Retail,Grocery stores,Within 3 km,21.8
1423,Doornbos-Linie,Retail,Grocery stores,Within 5 km,38.6
1424,Doornbos-Linie,Retail,Grocery stores,Within 1 km,10.2
1425,Doornbos-Linie,Retail,Grocery stores,Within 3 km,90.3
1426,Doornbos-Linie,Retail,Grocery stores,Within 5 km,152.1
1431,Effen-Rith,Childcare,Daycare centres,Within 1 km,0.0
1432,Effen-Rith,Childcare,Daycare centres,Within 3 km,1.2
1433,Effen-Rith,Childcare,Daycare centres,Within 5 km,16.3
1435,Effen-Rith,Childcare,Out-of-school care,Within 1 km,0.5
1436,Effen-Rith,Childcare,Out-of-school care,Within 3 km,2.6
1437,Effen-Rith,Childcare,Out-of-school care,Within 5 km,17.2
